SHS_1,SHS_2,SHS_3,SHS_4R,STRESS_1,STRESS_2R,STRESS_3R,STRESS_4,PURPOSE_1,PURPOSE_2,PURPOSE_3,PURPOSE_4,PURPOSE_5,PURPOSE_6,PURPOSE_7,PURPOSE_8,LONELY_1R,LONELY_2,LONELY_3R,LONELY_4,Peer_Nomination,Peer_Happy/Cheerful,Peer_Irritable/Agitated,Peer_Content/Satisfied,Peer_Optimistic/Hopeful,Peer_Dissatisfied/Complaining,Peer_Compassionate/Nurturing,Peer_Kind/Friendly,Peer_Sad/Somber,Peer_Hostile/Argumentative,Peer_Calm/Relaxed,Peer_Distracted/Absent-minded,Peer_Cooperative/Harmonious,Peer_Anxious/Stressed,Peer_Self-critical/Hopeless,Peer_Forgiving/Generous,Peer_Grateful/Appreciative,Peer_Quality,Weeks_Completed,Why_Not_Complete,Why_Not_Complete_TEXT,Weekly_Hours,Weekly_Hours_TEXT,Applied_to_life,Applied_to_life_TEXT,Impact_Happiness,Impact_Relationships,Impact_Work,Impact_Compassion,Impact_Altruism,Impact_Academic,Impact_TEXT,Rate_EMST,Rate_DK,Rate_Guests,Rate_Readings,Rate_Discussions,Rate_Problem_Sets,Rate_Exams,Rate_Check_ins,Rate_Happiness_Practices,Rate_LIVE_Q/A,Forums_Participate,Forums_Community_TA,Forums_Community_TA_TEXT,Forums_NO_TEXT,Value_Week1,Value_Week2,Value_Week3,Value_Week4,Value_Week6,Value_Week7,Value_Week8,Value_Week9,Value_TEXT,Frequency_3_Good_Things,Frequency_Active_Listening,Frequency_Random_Kindness,Frequency_Forgiveness,Frequency_Mindful_Breathing,Frequency_Body_Scan,Frequency_Meditation,Frequency_Self_Compassion_Letter,Frequency_Ideal_Self,Frequency_Gratitude_Journal,Frequency_Gratitude_Letter,Frequency_Awe_Walk,Happiness_3_Good_Things,Happiness_Active_Listening,Happiness_Random_Kindness,Happiness_Forgiveness,Happiness_Mindful_Breathing,Happiness_Body_Scan,Happiness_Meditation,Happiness_Self_Compassion_Letter,Happiness_Ideal_Self,Happiness_Gratitude_Journal,Happiness_Gratitude_Letter,Happiness_Awe_Walk,Happiness_Team_Participate,Happiness_Team_Name,Team_Meeting_Frequency,Team_Meeting_Location,Team_Discussion_Qs,Team_Course_Material,Team_Happiness_Practices,Team_Happiness_Cinema,Team_Group_Project,Team_TEXT,Team_Satisfaction,Team_Suggestions_TEXT,Course_Expectation,Course_Satisfaction,Course_Like_Most_TEXT,Course_Recommend,GGSC_Visit,edx_Changes_TEXT,Course_Changes_TEXT
(6),(6),(6),,Fairly Often,Fairly Often,Fairly Often,Never,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Often,Often,Often,Sometimes,No or don't remember,,,,,,,,,,,,,,,,,,"Week 7: Mental Habits of Happiness,Week 8: Gratitude,Week 3: Kindness & Compassion,Week 6: Mindfulness,Week 9: Finding Your Happiness Fit & New Frontiers,Week 1: Introduction to the Science of Happiness,Week 2: The Power of Social Connection,Week 4: Cooperation & Reconciliation",,,4 hours,,A Lot,The gratitude journal really helps me realize just how blessed I am.,Moderately,Very much,Moderately,Very much,Very much,Very much,,Good,Terrific,Good,Terrific,Satisfactory,Good,Good,Poor,Good,Good,Yes,No,,"Not sure really, they were not compelling.",Moderately,Very,Extremely,Very,Very,Extremely,Extremely,Very,,3-4 times,6-7 times,1-2 times,7-8 times,3-4 times,3-4 times,0 times,1-2 times,1-2 times,9-10 times,1-2 times,4-5 times,5,6,5,5,2,2,N/A (I didn't do it),N/A (I didn't do it),1-Not at all,6,3,3,No,,,,,,,,,,,,,,,,,,
(6),(5),(6),Not at all (1),Almost Never,Very Often,Fairly Often,Almost Never,Strongly Agree,Agree,Agree,Slightly Agree,Agree,Agree,Agree,Agree,Often,Never,Often,Rarely,No or don't remember,,,,,,,,,,,,,,,,,,"Week 7: Mental Habits of Happiness,Week 8: Gratitude,Week 3: Kindness & Compassion,Week 6: Mindfulness,Week 9: Finding Your Happiness Fit & New Frontiers,Week 1: Introduction to the Science of Happiness,Week 2: The Power of Social Connection,Week 4: Cooperation & Reconciliation",,,4 hours,,A Lot,,Very much,Very much,Very much,Immensely,Very much,,,Terrific,Terrific,Terrific,Terrific,,Terrific,Terrific,Terrific,Terrific,,No,,,Time,Extremely,Extremely,Extremely,Extremely,Extremely,Extremely,Extremely,Extremely,,More than 10 times,4-5 times,4-5 times,3-4 times,More than 10 times,More than 10 times,More than 10 times,0 times,0 times,5-6 times,0 times,More than 10 times,6,6,6,6,6,6,6,,,6,,7- Extremely,No,,,,,,,,,,,,Completely,Extremely,Amazing quality and breadth and depth of content.,Yes,Yes,,
(3),(4),(3),(4),Almost Never,Fairly Often,Fairly Often,Almost Never,Slightly Agree,Agree,Slightly Agree,Agree,Strongly Agree,Agree,Mixed/ Neither,Slightly Agree,Sometimes,Sometimes,Often,Rarely,No or don't remember,,,,,,,,,,,,,,,,,,"Week 7: Mental Habits of Happiness,Week 8: Gratitude,Week 3: Kindness & Compassion,Week 6: Mindfulness,Week 9: Finding Your Happiness Fit & New Frontiers,Week 1: Introduction to the Science of Happiness,Week 2: The Power of Social Connection,Week 4: Cooperation & Reconciliation",,,2 hours,,Moderately,,Moderately,Slightly,Slightly,Slightly,Slightly,,,Good,Good,Good,Good,Good,Good,Good,Poor,Good,Satisfactory,,No,,"I didn't feel I had much to contribute. I'm 63, retired, live in Hawaii, don't see many people during the week. Different than the standard participant, is my guess.",Very,Very,Very,Very,Very,Very,Very,Very,,4-5 times,More than 10 times,More than 10 times,3-4 times,More than 10 times,3-4 times,3-4 times,0 times,0 times,1-2 times,1-2 times,4-5 times,7- Extremely,7- Extremely,7- Extremely,2,7- Extremely,1-Not at all,1-Not at all,1-Not at all,1-Not at all,1-Not at all,1-Not at all,7- Extremely,No,,,,,,,,,,,,Mostly,Very,Different approaches and many types of exercises,Yes,Yes,"sometimes the test submission didn't work, which made me unhappy.",Option to read the lectures instead of listen to them. The downloaded version was in a hard to read font.
(4),(4),(3),(4),Sometimes,Very Often,Fairly Often,Sometimes,Slightly Disagree,Slightly Agree,Slightly Agree,Agree,Agree,Agree,Slightly Agree,Strongly Agree,Often,Sometimes,Often,Rarely,No or don't remember,,,,,,,,,,,,,,,,,,"Week 7: Mental Habits of Happiness,Week 8: Gratitude,Week 3: Kindness & Compassion,Week 6: Mindfulness,Week 9: Finding Your Happiness Fit & New Frontiers,Week 1: Introduction to the Science of Happiness,Week 2: The Power of Social Connection,Week 4: Cooperation & Reconciliation",,"I completed all of the work, but tonight when I went to take the final it was closed. I misread the time and thought the final closed at 12:00 am PST. I took the test anyways and got 3 out of 40 wrong.",4 hours,,A Little,I started the class two weeks late because of an infection so I've been playing catch up all along. I also had several other things including my job occurring at the same time. I plan to incorporate a lot of what I've learned in both my personal life and in my health and wellness coaching business.,Very much,Moderately,Slightly,Moderately,Moderately,Very much,,Good,Good,Good,Terrific,Satisfactory,Good,Good,Satisfactory,Terrific,Good,,Yes,,Just a lack of time. Too many commitments at the same time.,Extremely,Very,Very,Extremely,Extremely,Extremely,Extremely,Very,,1-2 times,3-4 times,1-2 times,1-2 times,1-2 times,1-2 times,1-2 times,0 times,0 times,3-4 times,0 times,0 times,5,4,6,4,5,5,6,N/A (I didn't do it),N/A (I didn't do it),6,N/A (I didn't do it),N/A (I didn't do it),No,,,,,,,,,,,,Mostly,Very,The curriculum--the volume of information was fascinating!,Yes,No,,
(6),(5),(4),(4),Almost Never,Very Often,Fairly Often,Never,Agree,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Agree,Strongly Agree,Sometimes,Never,Often,Rarely,No or don't remember,,,,,,,,,,,,,,,,,,"Week 7: Mental Habits of Happiness,Week 8: Gratitude,Week 3: Kindness & Compassion,Week 6: Mindfulness,Week 1: Introduction to the Science of Happiness,Week 2: The Power of Social Connection,Week 4: Cooperation & Reconciliation",It took longer than I expected,Some unforeseen things cropped up. So I could not complete the last week #9 fully,5 hours,,A Lot,"I have started Happiness journal.I am already doing deep breathing,which I will continue.",Very much,Moderately,,Very much,Very much,,,Terrific,Terrific,Good,Good,Satisfactory,Good,Terrific,Satisfactory,Terrific,,Yes,No,,,Extremely,Extremely,Extremely,Extremely,Extremely,Extremely,Extremely,Very,Each week was very valuable.Thanks to all involved in this great work,1-2 times,7-8 times,9-10 times,4-5 times,More than 10 times,More than 10 times,1-2 times,0 times,0 times,1-2 times,0 times,4-5 times,5,6,5,5,7- Extremely,6,,,,6,,4,No,,,,,,,,,,,,Completely,Extremely,"The videos, writeup and questions are vey good. So are happiness practices",Yes,Yes,,The role of MUSIC in happiness could be considered.
(5),(3),(3),(6),Sometimes,Sometimes,Very Often,Sometimes,Disagree,Slightly Disagree,Mixed/ Neither,Disagree,Mixed/ Neither,Strongly Agree,Mixed/ Neither,Agree,Sometimes,Often,Sometimes,Often,Yes,4 - Very,1 - Not at all,4 - Very,4 - Very,1 - Not at all,4 - Very,4 - Very,1 - Not at all,1 - Not at all,4 - Very,2 - Slightly,4 - Very,1 - Not at all,2 - Slightly,4 - Very,5 - Extremely,6 - Excellent,"Week 3: Kindness & Compassion,Week 1: Introduction to the Science of Happiness,Week 2: The Power of Social Connection",I had less time than I thought I would,,1 hour,,Moderately,,Very much,Very much,Moderately,Slightly,Slightly,Moderately,,Good,Good,Satisfactory,Good,Satisfactory,Satisfactory,Satisfactory,Satisfactory,Good,Poor,No,,,I hadn't got enough time,Moderately,Very,Very,,,,,,,4-5 times,0 times,1-2 times,0 times,0 times,0 times,0 times,0 times,0 times,6-7 times,3-4 times,0 times,5,,5,,,,,5,,5,5,,No,,,,,,,,,,,,Completely,Very,,Yes,Yes,,
A very happy person (7),More happy (7),(5),Not at all (1),Never,Very Often,Fairly Often,Almost Never,Strongly Agree,Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Slightly Agree,Sometimes,Rarely,Often,Never,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(5),(5),(4),(3),Fairly Often,Fairly Often,Sometimes,Fairly Often,Slightly Agree,Strongly Agree,Slightly Disagree,Slightly Agree,Agree,Agree,Slightly Disagree,Slightly Agree,Sometimes,Rarely,Often,Sometimes,No or don't remember,,,,,,,,,,,,,,,,,,"Week 3: Kindness & Compassion,Week 6: Mindfulness,Week 1: Introduction to the Science of Happiness,Week 2: The Power of Social Connection,Week 4: Cooperation & Reconciliation",I had less time than I thought I would,"I started the course just a couple weeks ago.  I was able to finish the final exam by the deadline by breezing throught the last 3 weeks, just catching the summary of the topics.  I am now going back and finishing up those last 3 weeks.",6 hours,,A Little,"I am leading a discussion group (approximately 15 people will attend this particular session), on ""The Good Life"", about The Grant Study, carried out at Harvard Medical School, probably the longest running longitudinal study (79 years and counting).  I thought that this course was particularly relevant to this discussion.  Also, the positive psychology approach is very interesting to me.",Slightly,Moderately,,Slightly,Slightly,,"As I indicated previously, I blitzed through the course, so it is really not that possible to evaluate its effect on my life.  Also, it is an exceptionally unusual time for me, because I was very committed to Hillary winning the presidential election, and I am devastated that Trump is President-Elect.  This overriding external fact casts a dark shadow over my life right now.  I am answering this survey the best I can under these circumstances.",Good,Good,Terrific,Terrific,Satisfactory,Good,Good,Satisfactory,Good,Terrific,Yes,Yes,"I have one ""bee in my bonnet"".  Whereas I think that mindfulness has its place, I think the near-universal acclaim for this technique in your course to be very overstated.  Therefore I designate one particular post by either blairmacdonaldbsm or annetflugard (sorry, I couldn't tell which one was the responder) to be the standout.  The original question was posted by AlexG0401 in the Discussion section after Week 6 Mindfulness;  ""Could deliberate mind wandering make you happier?""  The response provided the only source from your course which casts any doubt about the universal benefit of mindfulness.

I was a supervisor in a biotech company maybe 20 years ago, and there was a very repetitive task that had to be carried out for an extended time.  If you think that mindfulness, being in the present, was appropriate for carrying out this task, all I can tell you is that I disagree firmly.  My employees were specially allowed to listen to the radio while carrying out this task, and in my view, it would have been dehumanizing to ""be in the present"" while carrying out this task.  It took 2 hours to complete the task, and really, it could be carried out on auto-pilot, though the task was very important to complete properly.  No, mindfulness is NOT the answer for all situations.  If you want to discuss through email, mine is dmrothstein@gmail.com, in case the surveys do not contain contact information.  I would be happy to elaborate further on this subject if you care to take me up on it.","I was blitzing through the course, taking it within a 2 week period, so I couldn't spend much time on the Discussions, unfortunately.",Extremely,Very,Extremely,Extremely,Moderately,Very,Very,Very,"I thought your take on positive psychology was very important in general, and well worth considering.

I wonder whether you were pushing for reconciliation and forgiveness a little too strongly, in a world where there are plenty of bosses who are mean and massochistic, and where people (especially young women) find themselves in punishing relationships with punitive partners.  When these unfortunate victims of abuse find the courage to leave, they shouldn't even consider reconciliation at that point, in my opinion.  I don't think the presentation was sufficiently balanced in that way, i.e. I think the course promoted positive psychological approaches perhaps to the detriment of the safety of troubled individuals in abusive relationships.

I have already stated my views, above, on overstating mindfulness as a ubiquitous valuable technique, though mindfulness certainly is often an interesting approach.  
Please feel free to email if more elaboration on these points would be of value;  dmrothstein@gmail.com",4-5 times,3-4 times,0 times,1-2 times,1-2 times,1-2 times,1-2 times,0 times,0 times,0 times,0 times,0 times,6,4,N/A (I didn't do it),3,4,3,3,N/A (I didn't do it),N/A (I didn't do it),N/A (I didn't do it),N/A (I didn't do it),N/A (I didn't do it),No,,,,,,,,,,,,Mostly,Very,"The concepts, utility, and techniques of positive psychology were clearly explained.  Also, the teachers and practitioners of the approach were genuine proponents and very persuasive.  The dedication and effort in communicating the material was obvious;  very nice job!",Yes,Yes,"Good job.  I especially liked the fact that a written transcript was presented side by side, so that I could take good notes on the video material.","As stated previously, I think the communication of the general principles of positive psychology was excellent.  I don't think sufficient care was provided to provide a counterpoint.  I don't believe that mindfulness is appropriate and applicable to all activities, and inadvertently, mindfulness can be dehumanizing in certain specific instances.  I wonder if reconciliation was promoted too strongly for situations of abusive relationships, to the inadvertent detriment of some people in specific situations.  Finally, I took the course in the shadow of political catastrophe, the election of Trump to the presidency.  Certainly some of the techniques of positive psychology are comforting to the individual, but I wonder if some of these techniques may not be appropriate in being firm in fighting against the prejudice and intolerance of the coming administration.  As stated above, if further discussion by email is desirable, you can contact me at dmrothstein@gmail.com"
(5),(6),(6),(2),Almost Never,Very Often,Fairly Often,Never,Agree,Agree,Agree,Mixed/ Neither,Agree,Agree,Strongly Agree,Agree,Sometimes,Sometimes,Often,Never,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(5),(4),(5),(3),Sometimes,Fairly Often,Fairly Often,Sometimes,Agree,Agree,Agree,Agree,Strongly Agree,Agree,Agree,Agree,Sometimes,Often,Sometimes,Sometimes,Yes,3 - Moderately,2 - Slightly,4 - Very,4 - Very,2 - Slightly,5 - Extremely,5 - Extremely,2 - Slightly,1 - Not at all,5 - Extremely,2 - Slightly,5 - Extremely,2 - Slightly,2 - Slightly,4 - Very,5 - Extremely,5 - Very Good,"Week 3: Kindness & Compassion,Week 6: Mindfulness,Week 1: Introduction to the Science of Happiness,Week 2: The Power of Social Connection,Week 4: Cooperation & Reconciliation",I had less time than I thought I would,My boyfriend would come over to visit after work and I would feel compelled to visit with him instead of completing the course.,7 hours,,A Lot,"I have shared some of the studies, used the meditations, worked on implementing the information into my life to become happier. I have struggled with forgiveness, letting go, and overcoming trauma. This material goes along with some of the work I've been doing on this life journey to authentic relationships and wellness. I have also been thinking about how I can share more of the information with some of my renal patients who struggle with life circumstances and depression.",Moderately,Moderately,Very much,Moderately,Very much,Moderately,"It has helped me share some of my life long journey with my partner, giving words to concepts that I previously was unable to share. It's nice to have studies to corroborate my intention.",Terrific,Terrific,Terrific,Terrific,,Good,Good,Satisfactory,Good,,No,,,I was too far behind in the course,Very,Very,Very,Very,Extremely,,,,"The check-ins were difficult for me because the ""faces"" were hard to distinguish. I needed words. The information during the weeks were extremely valuable which took me a lot of time to process. I could not take in the information as quickly as the course progressed.",6-7 times,More than 10 times,1-2 times,1-2 times,5-6 times,0 times,1-2 times,,,7-8 times,,,6,5,5,5,7- Extremely,,7- Extremely,,,7- Extremely,,,No,,,,,,,,,,,,Mostly,Very,The videos,Yes,Yes,use words for the weekly check-ins instead of smiley faces or in conjunction with smiley faces,more time to complete the course
(5),(4),(5),(2),Sometimes,Fairly Often,Sometimes,Fairly Often,Mixed/ Neither,Slightly Agree,Strongly Agree,Mixed/ Neither,Agree,Strongly Agree,Slightly Agree,Strongly Agree,Sometimes,Rarely,Sometimes,Sometimes,No or don't remember,,,,,,,,,,,,,,,,,,"Week 7: Mental Habits of Happiness,Week 8: Gratitude,Week 3: Kindness & Compassion,Week 6: Mindfulness,Week 9: Finding Your Happiness Fit & New Frontiers,Week 1: Introduction to the Science of Happiness,Week 2: The Power of Social Connection,Week 4: Cooperation & Reconciliation",,I complete all the graded questions (problem sets) but I didn't participate in all practices. ,3 hours,,A Little,"I started the ""3 good things"" practice and I am going to keep it as long as I can.",Slightly,Slightly,Slightly,Moderately,Moderately,,,Satisfactory,Satisfactory,Satisfactory,Good,Satisfactory,Good,Good,Good,Good,Good,Yes,Yes,,"I didn't have time to participate in forums as the course expand it's lessons and I was feeling left behind, so I didn't participate a lot.",Very,Very,Very,Very,Very,Very,Very,Very,,More than 10 times,3-4 times,0 times,1-2 times,5-6 times,5-6 times,3-4 times,1-2 times,1-2 times,1-2 times,1-2 times,1-2 times,6,6,2,2,6,5,,3,3,3,3,3,"Yes, as a member",Breakup is a happy beginning,Never,Online,Never,Never,Never,Never,Never,,Not at all,,Mostly,Very,,Yes,Yes,,
